date,facility_id,service_level,parcel_volume,weather_severity,promotion_index,holiday_flag,day_of_week,opening_backlog
2024-08-02,NORTH-02,economy,4764,0.023,0.27,0,4,364
2024-08-02,CENTRAL-01,standard,6120,0.371,0.176,0,4,449
2024-08-02,CENTRAL-01,priority,5749,0.159,0.192,0,4,455
2024-08-02,CENTRAL-01,economy,4602,0.013,0.069,0,4,311
2024-08-02,SOUTH-01,standard,6442,0.0,0.095,0,4,550
2024-08-02,SOUTH-01,priority,6277,0.061,0.047,0,4,570
2024-08-02,SOUTH-01,economy,6125,0.166,0.147,0,4,469
2024-08-02,SOUTH-02,standard,7332,0.231,0.103,0,4,236
2024-08-02,SOUTH-02,priority,7382,0.105,0.265,0,4,453
2024-08-02,SOUTH-02,economy,5760,0.0,0.053,0,4,332
2024-08-02,WEST-01,standard,8527,0.03,0.13,0,4,483
2024-08-02,WEST-01,priority,6241,0.206,0.069,0,4,219
2024-08-02,WEST-01,economy,6765,0.0,0.156,0,4,267
2024-08-03,NORTH-01,standard,6479,0.198,0.268,0,5,466
2024-08-03,NORTH-01,priority,5566,0.159,0.209,0,5,106
2024-08-03,NORTH-01,economy,3847,0.358,0.106,0,5,252
2024-08-03,NORTH-02,standard,5691,0.218,0.061,0,5,413
2024-08-03,NORTH-02,priority,5214,0.206,0.18,0,5,419
2024-08-03,NORTH-02,economy,4881,0.307,0.23,0,5,439
2024-08-03,CENTRAL-01,standard,7071,0.285,0.364,0,5,381
2024-08-03,CENTRAL-01,priority,5699,0.071,0.129,0,5,412
2024-08-03,CENTRAL-01,economy,4757,0.096,0.245,0,5,126
2024-08-03,SOUTH-01,standard,6218,0.164,0.083,0,5,290
2024-08-03,SOUTH-01,priority,6019,0.089,0.151,0,5,295
2024-08-03,SOUTH-01,economy,6296,0.179,0.231,0,5,386
2024-08-03,SOUTH-02,standard,7405,0.207,0.135,0,5,448
2024-08-03,SOUTH-02,priority,6197,0.339,0.0,0,5,406
2024-08-03,SOUTH-02,economy,5369,0.177,0.075,0,5,437
2024-08-03,WEST-01,standard,7942,0.089,0.01,0,5,473
2024-08-03,WEST-01,priority,6929,0.166,0.077,0,5,533
2024-08-03,WEST-01,economy,6178,0.0,0.025,0,5,362
2024-08-04,NORTH-01,standard,6103,0.12,0.201,0,6,396
2024-08-04,NORTH-01,priority,4878,0.247,0.172,0,6,171
2024-08-04,NORTH-01,economy,4201,0.057,0.042,0,6,333
2024-08-04,NORTH-02,standard,5754,0.006,0.156,0,6,224
2024-08-04,NORTH-02,priority,5548,0.105,0.06,0,6,326
2024-08-04,NORTH-02,economy,4415,0.278,0.115,0,6,537
2024-08-04,CENTRAL-01,standard,7373,0.0,0.253,0,6,493
2024-08-04,CENTRAL-01,priority,5811,0.14,0.264,0,6,269
2024-08-04,CENTRAL-01,economy,4735,0.133,0.104,0,6,455
2024-08-04,SOUTH-01,standard,6292,0.087,0.148,0,6,372
2024-08-04,SOUTH-01,priority,6158,0.041,0.056,0,6,491
2024-08-04,SOUTH-01,economy,5526,0.233,0.191,0,6,305
2024-08-04,SOUTH-02,standard,7456,0.275,0.105,0,6,551
2024-08-04,SOUTH-02,priority,6420,0.079,0.094,0,6,196
2024-08-04,SOUTH-02,economy,5749,0.124,0.254,0,6,511
2024-08-04,WEST-01,standard,7649,0.128,0.319,0,6,392
2024-08-04,WEST-01,priority,7649,0.071,0.095,0,6,466
2024-08-04,WEST-01,economy,6470,0.303,0.045,0,6,257
2024-08-05,NORTH-01,standard,6693,0.02,0.169,0,0,387
2024-08-05,NORTH-01,priority,6436,0.266,0.22,0,0,230
2024-08-05,NORTH-01,economy,5061,0.36,0.301,0,0,131
2024-08-05,NORTH-02,standard,7808,0.014,0.113,0,0,416
2024-08-05,NORTH-02,priority,5681,0.106,0.095,0,0,455
2024-08-05,NORTH-02,economy,6103,0.169,0.318,0,0,462
2024-08-05,CENTRAL-01,standard,6839,0.151,0.063,0,0,220
2024-08-05,CENTRAL-01,priority,6932,0.289,0.119,0,0,404
2024-08-05,CENTRAL-01,economy,6090,0.145,0.056,0,0,336
2024-08-05,SOUTH-01,standard,7809,0.288,0.093,0,0,611
2024-08-05,SOUTH-01,priority,7388,0.213,0.213,0,0,629
2024-08-05,SOUTH-01,economy,6493,0.225,0.206,0,0,281
2024-08-05,SOUTH-02,standard,7982,0.035,0.251,0,0,508
2024-08-05,SOUTH-02,priority,7359,0.23,0.223,0,0,305
2024-08-05,SOUTH-02,economy,6322,0.225,0.127,0,0,602
2024-08-05,WEST-01,standard,8463,0.085,0.071,0,0,584
2024-08-05,WEST-01,priority,7855,0.0,0.244,0,0,447
2024-08-05,WEST-01,economy,7663,0.099,0.309,0,0,324
2024-08-06,NORTH-01,standard,6546,0.144,0.157,0,1,429
2024-08-06,NORTH-01,priority,5530,0.18,0.04,0,1,418
2024-08-06,NORTH-01,economy,5343,0.1,0.204,0,1,314
2024-08-06,NORTH-02,standard,6274,0.323,0.011,0,1,516
2024-08-06,NORTH-02,priority,6292,0.4,0.333,0,1,423
2024-08-06,NORTH-02,economy,5791,0.278,0.252,0,1,464
2024-08-06,CENTRAL-01,standard,6907,0.235,0.192,0,1,347
2024-08-06,CENTRAL-01,priority,5914,0.117,0.055,0,1,306
2024-08-06,CENTRAL-01,economy,6323,0.148,0.158,0,1,392
2024-08-06,SOUTH-01,standard,8025,0.149,0.077,0,1,408
2024-08-06,SOUTH-01,priority,6821,0.128,0.135,0,1,320
2024-08-06,SOUTH-01,economy,6788,0.113,0.127,0,1,432
2024-08-06,SOUTH-02,standard,8926,0.366,0.247,0,1,514
2024-08-06,SOUTH-02,priority,7770,0.245,0.111,0,1,334
2024-08-06,SOUTH-02,economy,6697,0.004,0.272,0,1,433
2024-08-06,WEST-01,standard,9318,0.074,0.24,0,1,523
2024-08-06,WEST-01,priority,8765,0.33,0.151,0,1,532
2024-08-06,WEST-01,economy,7380,0.072,0.156,0,1,371
2024-08-07,NORTH-01,standard,5150,0.0,0.181,0,2,31
2024-08-07,NORTH-01,priority,4511,0.139,0.09,0,2,0
2024-08-07,NORTH-01,economy,4100,0.078,0.136,0,2,349
2024-08-07,NORTH-02,standard,6294,0.347,0.191,0,2,501
2024-08-07,NORTH-02,priority,5914,0.058,0.185,0,2,305
2024-08-07,NORTH-02,economy,4238,0.085,0.192,0,2,176
2024-08-07,CENTRAL-01,standard,6601,0.1,0.186,0,2,501
2024-08-07,CENTRAL-01,priority,5994,0.069,0.072,0,2,263
2024-08-07,CENTRAL-01,economy,5153,0.108,0.001,0,2,519
2024-08-07,SOUTH-01,standard,7010,0.056,0.232,0,2,178
2024-08-07,SOUTH-01,priority,6070,0.073,0.073,0,2,412
2024-08-07,SOUTH-01,economy,5035,0.402,0.036,0,2,223
2024-08-07,SOUTH-02,standard,7399,0.028,0.158,0,2,184
2024-08-07,SOUTH-02,priority,6514,0.182,0.054,0,2,527
2024-08-07,SOUTH-02,economy,5757,0.236,0.164,0,2,360
2024-08-07,WEST-01,standard,7626,0.248,0.187,0,2,434
2024-08-07,WEST-01,priority,7428,0.022,0.091,0,2,503
2024-08-07,WEST-01,economy,6793,0.191,0.268,0,2,355
2024-08-08,NORTH-01,standard,6132,0.034,0.265,0,3,579
2024-08-08,NORTH-01,priority,4011,0.44,0.047,0,3,0
2024-08-08,NORTH-01,economy,4301,0.29,0.203,0,3,161
2024-08-08,NORTH-02,standard,6320,0.169,0.165,0,3,402
2024-08-08,NORTH-02,priority,5755,0.26,0.14,0,3,428
2024-08-08,NORTH-02,economy,5505,0.038,0.261,0,3,401
2024-08-08,CENTRAL-01,standard,5843,0.214,0.283,0,3,504
2024-08-08,CENTRAL-01,priority,5985,0.123,0.238,0,3,210
2024-08-08,CENTRAL-01,economy,5221,0.12,0.232,0,3,262
2024-08-08,SOUTH-01,standard,7690,0.105,0.201,0,3,153
2024-08-08,SOUTH-01,priority,6165,0.516,0.166,0,3,312
2024-08-08,SOUTH-01,economy,5162,0.18,0.165,0,3,238
2024-08-08,SOUTH-02,standard,7155,0.322,0.026,0,3,350
2024-08-08,SOUTH-02,priority,6533,0.065,0.308,0,3,240
2024-08-08,SOUTH-02,economy,5959,0.158,0.089,0,3,377
2024-08-08,WEST-01,standard,7350,0.208,0.14,0,3,477
2024-08-08,WEST-01,priority,7647,0.167,0.11,0,3,394
2024-08-08,WEST-01,economy,6989,0.311,0.248,0,3,472
2024-08-09,NORTH-01,standard,5426,0.18,0.145,0,4,82
2024-08-09,NORTH-01,priority,5208,0.266,0.17,0,4,322
2024-08-09,NORTH-01,economy,3594,0.26,0.04,0,4,0
2024-08-09,NORTH-02,standard,5522,0.164,0.088,0,4,385
2024-08-09,NORTH-02,priority,6316,0.129,0.035,0,4,365
2024-08-09,NORTH-02,economy,4702,0.05,0.096,0,4,300
2024-08-09,CENTRAL-01,standard,7025,0.336,0.144,0,4,338
2024-08-09,CENTRAL-01,priority,6333,0.231,0.232,0,4,527
2024-08-09,CENTRAL-01,economy,4142,0.147,0.15,0,4,280
2024-08-09,SOUTH-01,standard,6760,0.311,0.222,0,4,586
2024-08-09,SOUTH-01,priority,5978,0.134,0.093,0,4,224
2024-08-09,SOUTH-01,economy,5802,0.255,0.173,0,4,304
2024-08-09,SOUTH-02,standard,7231,0.173,0.0,0,4,408
2024-08-09,SOUTH-02,priority,6634,0.048,0.142,0,4,590
2024-08-09,SOUTH-02,economy,5704,0.053,0.177,0,4,284
2024-08-09,WEST-01,standard,7631,0.213,0.133,0,4,448
2024-08-09,WEST-01,priority,7078,0.121,0.221,0,4,380
2024-08-09,WEST-01,economy,6699,0.223,0.168,0,4,419
2024-08-10,NORTH-01,standard,5004,0.236,0.124,0,5,158
2024-08-10,NORTH-01,priority,4325,0.0,0.291,0,5,452
2024-08-10,NORTH-01,economy,3578,0.081,0.245,0,5,259
2024-08-10,NORTH-02,standard,5738,0.354,0.207,0,5,118
2024-08-10,NORTH-02,priority,5481,0.021,0.261,0,5,335
2024-08-10,NORTH-02,economy,4736,0.214,0.046,0,5,271
2024-08-10,CENTRAL-01,standard,5646,0.215,0.104,0,5,298
2024-08-10,CENTRAL-01,priority,5759,0.257,0.182,0,5,460
2024-08-10,CENTRAL-01,economy,4982,0.156,0.155,0,5,444
2024-08-10,SOUTH-01,standard,6113,0.215,0.105,0,5,495
2024-08-10,SOUTH-01,priority,7281,0.091,0.156,0,5,494
2024-08-10,SOUTH-01,economy,5808,0.373,0.107,0,5,357
2024-08-10,SOUTH-02,standard,7301,0.224,0.312,0,5,401
2024-08-10,SOUTH-02,priority,6587,0.072,0.221,0,5,500
2024-08-10,SOUTH-02,economy,5962,0.0,0.194,0,5,446
2024-08-10,WEST-01,standard,7471,0.178,0.107,0,5,302
2024-08-10,WEST-01,priority,6758,0.281,0.066,0,5,424
2024-08-10,WEST-01,economy,6169,0.374,0.149,0,5,397
2024-08-11,NORTH-01,standard,5422,0.0,0.054,0,6,257
2024-08-11,NORTH-01,priority,5274,0.0,0.219,0,6,355
2024-08-11,NORTH-01,economy,4596,0.097,0.156,0,6,286
2024-08-11,NORTH-02,standard,5881,0.233,0.086,0,6,493
2024-08-11,NORTH-02,priority,5467,0.328,0.256,0,6,347
2024-08-11,NORTH-02,economy,4030,0.126,0.005,0,6,280
2024-08-11,CENTRAL-01,standard,7102,0.167,0.263,0,6,310
2024-08-11,CENTRAL-01,priority,5928,0.278,0.112,0,6,454
2024-08-11,CENTRAL-01,economy,5400,0.329,0.111,0,6,117
2024-08-11,SOUTH-01,standard,6683,0.336,0.148,0,6,135
2024-08-11,SOUTH-01,priority,6206,0.133,0.258,0,6,451
2024-08-11,SOUTH-01,economy,5770,0.184,0.235,0,6,241
2024-08-11,SOUTH-02,standard,7620,0.187,0.278,0,6,394
2024-08-11,SOUTH-02,priority,6853,0.451,0.243,0,6,423
2024-08-11,SOUTH-02,economy,5098,0.268,0.211,0,6,380
2024-08-11,WEST-01,standard,7573,0.161,0.11,0,6,220
2024-08-11,WEST-01,priority,7548,0.0,0.25,0,6,116
2024-08-11,WEST-01,economy,6480,0.111,0.22,0,6,523
2024-08-12,NORTH-01,standard,6129,0.306,0.041,0,0,310
2024-08-12,NORTH-01,priority,5485,0.013,0.034,0,0,267
2024-08-12,NORTH-01,economy,5488,0.214,0.234,0,0,434
2024-08-12,NORTH-02,standard,6895,0.148,0.198,0,0,333
2024-08-12,NORTH-02,priority,5069,0.408,0.0,0,0,377
2024-08-12,NORTH-02,economy,5071,0.148,0.035,0,0,221
2024-08-12,CENTRAL-01,standard,8012,0.287,0.247,0,0,229
2024-08-12,CENTRAL-01,priority,7224,0.016,0.035,0,0,446
2024-08-12,CENTRAL-01,economy,6049,0.19,0.168,0,0,226
2024-08-12,SOUTH-01,standard,7150,0.242,0.135,0,0,463
2024-08-12,SOUTH-01,priority,7125,0.129,0.168,0,0,500
2024-08-12,SOUTH-01,economy,6512,0.206,0.079,0,0,417
2024-08-12,SOUTH-02,standard,7948,0.241,0.233,0,0,498
2024-08-12,SOUTH-02,priority,7573,0.0,0.14,0,0,580
2024-08-12,SOUTH-02,economy,6256,0.161,0.199,0,0,325
2024-08-12,WEST-01,standard,8648,0.078,0.348,0,0,448
2024-08-12,WEST-01,priority,7575,0.195,0.023,0,0,455
2024-08-12,WEST-01,economy,6914,0.19,0.0,0,0,509
2024-08-13,NORTH-01,standard,6084,0.251,0.247,0,1,516
2024-08-13,NORTH-01,priority,5985,0.175,0.277,0,1,113
2024-08-13,NORTH-01,economy,4906,0.282,0.115,0,1,152
2024-08-13,NORTH-02,standard,7304,0.375,0.108,0,1,347
2024-08-13,NORTH-02,priority,6451,0.069,0.256,0,1,365
2024-08-13,NORTH-02,economy,5903,0.026,0.113,0,1,201
2024-08-13,CENTRAL-01,standard,7344,0.115,0.116,0,1,577
2024-08-13,CENTRAL-01,priority,7797,0.144,0.095,0,1,361
2024-08-13,CENTRAL-01,economy,5929,0.157,0.121,0,1,367
2024-08-13,SOUTH-01,standard,8123,0.29,0.182,0,1,548
2024-08-13,SOUTH-01,priority,7591,0.205,0.18,0,1,274
2024-08-13,SOUTH-01,economy,6022,0.48,0.109,0,1,215
2024-08-13,SOUTH-02,standard,9339,0.038,0.228,0,1,392
2024-08-13,SOUTH-02,priority,7945,0.222,0.168,0,1,684
2024-08-13,SOUTH-02,economy,6954,0.363,0.131,0,1,463
2024-08-13,WEST-01,standard,8147,0.178,0.062,0,1,562
2024-08-13,WEST-01,priority,7924,0.33,0.133,0,1,561
2024-08-13,WEST-01,economy,8315,0.0,0.114,0,1,465
2024-08-14,NORTH-01,standard,6104,0.044,0.159,0,2,57
2024-08-14,NORTH-01,priority,4175,0.201,0.12,0,2,315
2024-08-14,NORTH-01,economy,4167,0.164,0.148,0,2,182
2024-08-14,NORTH-02,standard,6420,0.005,0.095,0,2,400
2024-08-14,NORTH-02,priority,5098,0.172,0.067,0,2,421
2024-08-14,NORTH-02,economy,3532,0.241,0.112,0,2,204
2024-08-14,CENTRAL-01,standard,6189,0.122,0.077,0,2,463
2024-08-14,CENTRAL-01,priority,5251,0.176,0.229,0,2,300
2024-08-14,CENTRAL-01,economy,4842,0.0,0.116,0,2,479
2024-08-14,SOUTH-01,standard,6708,0.229,0.231,0,2,258
2024-08-14,SOUTH-01,priority,7112,0.054,0.171,0,2,442
2024-08-14,SOUTH-01,economy,5600,0.135,0.135,0,2,591
2024-08-14,SOUTH-02,standard,7200,0.328,0.171,0,2,431
2024-08-14,SOUTH-02,priority,6192,0.239,0.117,0,2,489
2024-08-14,SOUTH-02,economy,6805,0.183,0.226,0,2,446
2024-08-14,WEST-01,standard,8060,0.223,0.406,0,2,290
2024-08-14,WEST-01,priority,6713,0.146,0.274,0,2,291
2024-08-14,WEST-01,economy,6258,0.313,0.128,0,2,496
2024-08-15,NORTH-01,standard,4890,0.094,0.033,0,3,396
2024-08-15,NORTH-01,priority,4339,0.211,0.095,0,3,277
2024-08-15,NORTH-01,economy,3820,0.314,0.083,0,3,151
2024-08-15,NORTH-02,standard,6935,0.136,0.177,0,3,414
2024-08-15,NORTH-02,priority,5737,0.174,0.219,0,3,282
2024-08-15,NORTH-02,economy,4581,0.456,0.148,0,3,383
2024-08-15,CENTRAL-01,standard,6270,0.222,0.272,0,3,462
2024-08-15,CENTRAL-01,priority,5773,0.2,0.229,0,3,311
2024-08-15,CENTRAL-01,economy,4775,0.268,0.179,0,3,484
2024-08-15,SOUTH-01,standard,6550,0.268,0.144,0,3,420
2024-08-15,SOUTH-01,priority,6140,0.259,0.022,0,3,442
2024-08-15,SOUTH-01,economy,6066,0.0,0.166,0,3,431
2024-08-15,SOUTH-02,standard,6707,0.276,0.124,0,3,165
2024-08-15,SOUTH-02,priority,7086,0.311,0.206,0,3,305
2024-08-15,SOUTH-02,economy,5421,0.276,0.03,0,3,357
2024-08-15,WEST-01,standard,7688,0.26,0.284,0,3,306
2024-08-15,WEST-01,priority,8036,0.07,0.095,0,3,511
2024-08-15,WEST-01,economy,6308,0.314,0.131,0,3,453
2024-08-16,NORTH-01,standard,5286,0.119,0.127,0,4,284
2024-08-16,NORTH-01,priority,4957,0.186,0.084,0,4,362
2024-08-16,NORTH-01,economy,4285,0.158,0.084,0,4,247
2024-08-16,NORTH-02,standard,5553,0.186,0.238,0,4,607
2024-08-16,NORTH-02,priority,5087,0.171,0.183,0,4,469
2024-08-16,NORTH-02,economy,4467,0.165,0.118,0,4,281
2024-08-16,CENTRAL-01,standard,6360,0.23,0.164,0,4,285
2024-08-16,CENTRAL-01,priority,6014,0.088,0.113,0,4,439
2024-08-16,CENTRAL-01,economy,5239,0.276,0.15,0,4,316
2024-08-16,SOUTH-01,standard,6817,0.0,0.133,0,4,259
2024-08-16,SOUTH-01,priority,5813,0.112,0.161,0,4,269
2024-08-16,SOUTH-01,economy,5190,0.366,0.022,0,4,195
2024-08-16,SOUTH-02,standard,6911,0.09,0.134,0,4,456
2024-08-16,SOUTH-02,priority,7013,0.342,0.217,0,4,224
2024-08-16,SOUTH-02,economy,6463,0.151,0.187,0,4,584
2024-08-16,WEST-01,standard,8775,0.308,0.222,0,4,454
2024-08-16,WEST-01,priority,6739,0.145,0.164,0,4,390
2024-08-16,WEST-01,economy,6515,0.0,0.108,0,4,489
2024-08-17,NORTH-01,standard,6201,0.313,0.073,0,5,383
2024-08-17,NORTH-01,priority,4477,0.209,0.021,0,5,440
2024-08-17,NORTH-01,economy,4393,0.2,0.159,0,5,138
2024-08-17,NORTH-02,standard,6583,0.168,0.263,0,5,362
2024-08-17,NORTH-02,priority,4653,0.368,0.049,0,5,543
2024-08-17,NORTH-02,economy,4621,0.249,0.127,0,5,221
2024-08-17,CENTRAL-01,standard,6404,0.213,0.166,0,5,232
2024-08-17,CENTRAL-01,priority,5290,0.212,0.108,0,5,490
2024-08-17,CENTRAL-01,economy,5399,0.44,0.305,0,5,310
2024-08-17,SOUTH-01,standard,6707,0.172,0.182,0,5,539
2024-08-17,SOUTH-01,priority,6684,0.0,0.126,0,5,279
2024-08-17,SOUTH-01,economy,6319,0.151,0.197,0,5,214
2024-08-17,SOUTH-02,standard,6673,0.016,0.074,0,5,204
2024-08-17,SOUTH-02,priority,6743,0.063,0.249,0,5,386
2024-08-17,SOUTH-02,economy,6980,0.065,0.201,0,5,282
2024-08-17,WEST-01,standard,7553,0.387,0.179,0,5,454
2024-08-17,WEST-01,priority,7438,0.227,0.299,0,5,468
2024-08-17,WEST-01,economy,6183,0.129,0.217,0,5,378
2024-08-18,NORTH-01,standard,5146,0.526,0.0,0,6,366
2024-08-18,NORTH-01,priority,4970,0.153,0.134,0,6,298
2024-08-18,NORTH-01,economy,5084,0.207,0.111,0,6,302
2024-08-18,NORTH-02,standard,6240,0.248,0.096,0,6,455
2024-08-18,NORTH-02,priority,4893,0.23,0.068,0,6,529
2024-08-18,NORTH-02,economy,4487,0.088,0.201,0,6,435
2024-08-18,CENTRAL-01,standard,6086,0.098,0.073,0,6,296
2024-08-18,CENTRAL-01,priority,5290,0.229,0.156,0,6,335
2024-08-18,CENTRAL-01,economy,5702,0.043,0.201,0,6,348
2024-08-18,SOUTH-01,standard,6917,0.213,0.29,0,6,274
2024-08-18,SOUTH-01,priority,5953,0.25,0.059,0,6,286
2024-08-18,SOUTH-01,economy,6026,0.096,0.13,0,6,493
2024-08-18,SOUTH-02,standard,7092,0.291,0.177,0,6,109
2024-08-18,SOUTH-02,priority,5612,0.224,0.0,0,6,328
2024-08-18,SOUTH-02,economy,6598,0.212,0.114,0,6,433
2024-08-18,WEST-01,standard,8520,0.15,0.261,0,6,497
2024-08-18,WEST-01,priority,6498,0.087,0.106,0,6,369
2024-08-18,WEST-01,economy,6647,0.054,0.124,0,6,141
2024-08-19,NORTH-01,standard,6512,0.028,0.109,0,0,316
2024-08-19,NORTH-01,priority,5178,0.148,0.094,0,0,271
2024-08-19,NORTH-01,economy,5247,0.154,0.125,0,0,387
2024-08-19,NORTH-02,standard,6080,0.262,0.099,0,0,514
2024-08-19,NORTH-02,priority,6238,0.226,0.074,0,0,495
2024-08-19,NORTH-02,economy,5922,0.388,0.17,0,0,212
2024-08-19,CENTRAL-01,standard,7423,0.176,0.123,0,0,596
2024-08-19,CENTRAL-01,priority,6037,0.21,0.075,0,0,558
2024-08-19,CENTRAL-01,economy,5913,0.242,0.186,0,0,389
2024-08-19,SOUTH-01,standard,7390,0.062,0.181,0,0,358
2024-08-19,SOUTH-01,priority,6855,0.103,0.0,0,0,277
2024-08-19,SOUTH-01,economy,7264,0.155,0.15,0,0,434
2024-08-19,SOUTH-02,standard,8548,0.22,0.19,0,0,490
2024-08-19,SOUTH-02,priority,6570,0.214,0.207,0,0,627
2024-08-19,SOUTH-02,economy,6185,0.371,0.167,0,0,510
2024-08-19,WEST-01,standard,8188,0.097,0.193,0,0,692
2024-08-19,WEST-01,priority,7250,0.007,0.156,0,0,392
2024-08-19,WEST-01,economy,7339,0.129,0.241,0,0,536
2024-08-20,NORTH-01,standard,6422,0.057,0.127,0,1,432
2024-08-20,NORTH-01,priority,5974,0.224,0.208,0,1,438
2024-08-20,NORTH-01,economy,6021,0.072,0.181,0,1,159
2024-08-20,NORTH-02,standard,7508,0.239,0.204,0,1,492
2024-08-20,NORTH-02,priority,5983,0.192,0.184,0,1,312
2024-08-20,NORTH-02,economy,6122,0.02,0.269,0,1,253
2024-08-20,CENTRAL-01,standard,7813,0.213,0.243,0,1,303
2024-08-20,CENTRAL-01,priority,6519,0.0,0.182,0,1,450
2024-08-20,CENTRAL-01,economy,6811,0.294,0.239,0,1,532
2024-08-20,SOUTH-01,standard,8305,0.39,0.26,0,1,424
2024-08-20,SOUTH-01,priority,7534,0.025,0.349,0,1,553
2024-08-20,SOUTH-01,economy,5629,0.114,0.227,0,1,299
2024-08-20,SOUTH-02,standard,8677,0.168,0.187,0,1,309
2024-08-20,SOUTH-02,priority,8586,0.259,0.248,0,1,522
2024-08-20,SOUTH-02,economy,7621,0.125,0.048,0,1,497
2024-08-20,WEST-01,standard,8049,0.177,0.02,0,1,497
2024-08-20,WEST-01,priority,8020,0.222,0.0,0,1,232
2024-08-20,WEST-01,economy,7040,0.342,0.167,0,1,510
2024-08-21,NORTH-01,standard,5679,0.222,0.256,0,2,367
2024-08-21,NORTH-01,priority,5701,0.146,0.171,0,2,290
2024-08-21,NORTH-01,economy,3285,0.258,0.08,0,2,303
2024-08-21,NORTH-02,standard,5302,0.224,0.141,0,2,375
2024-08-21,NORTH-02,priority,4675,0.212,0.079,0,2,289
2024-08-21,NORTH-02,economy,4342,0.258,0.183,0,2,326
2024-08-21,CENTRAL-01,standard,6225,0.286,0.056,0,2,527
2024-08-21,CENTRAL-01,priority,6725,0.027,0.242,0,2,355
2024-08-21,CENTRAL-01,economy,5233,0.139,0.233,0,2,54
2024-08-21,SOUTH-01,standard,7210,0.168,0.188,0,2,290
2024-08-21,SOUTH-01,priority,6323,0.148,0.228,0,2,186
2024-08-21,SOUTH-01,economy,5904,0.329,0.133,0,2,189
2024-08-21,SOUTH-02,standard,7299,0.165,0.191,0,2,257
2024-08-21,SOUTH-02,priority,7070,0.0,0.272,0,2,532
2024-08-21,SOUTH-02,economy,5856,0.291,0.198,0,2,414
2024-08-21,WEST-01,standard,8354,0.352,0.157,0,2,250
2024-08-21,WEST-01,priority,6998,0.0,0.229,0,2,635
2024-08-21,WEST-01,economy,6847,0.34,0.277,0,2,274
2024-08-22,NORTH-01,standard,5234,0.0,0.27,0,3,527
2024-08-22,NORTH-01,priority,5038,0.26,0.144,0,3,386
2024-08-22,NORTH-01,economy,5061,0.156,0.264,0,3,350
2024-08-22,NORTH-02,standard,5329,0.108,0.254,0,3,393
2024-08-22,NORTH-02,priority,5609,0.269,0.084,0,3,345
2024-08-22,NORTH-02,economy,4442,0.115,0.227,0,3,417
2024-08-22,CENTRAL-01,standard,6622,0.0,0.173,0,3,313
2024-08-22,CENTRAL-01,priority,6186,0.227,0.144,0,3,432
2024-08-22,CENTRAL-01,economy,4955,0.234,0.173,0,3,292
2024-08-22,SOUTH-01,standard,7265,0.21,0.136,0,3,409
2024-08-22,SOUTH-01,priority,6438,0.225,0.038,0,3,303
2024-08-22,SOUTH-01,economy,6173,0.055,0.282,0,3,482
2024-08-22,SOUTH-02,standard,7097,0.235,0.143,0,3,486
2024-08-22,SOUTH-02,priority,7394,0.316,0.145,0,3,378
2024-08-22,SOUTH-02,economy,5302,0.013,0.012,0,3,289
2024-08-22,WEST-01,standard,7784,0.152,0.205,0,3,514
2024-08-22,WEST-01,priority,6837,0.185,0.151,0,3,555
2024-08-22,WEST-01,economy,6578,0.0,0.174,0,3,471
2024-08-23,NORTH-01,standard,5445,0.178,0.151,0,4,510
2024-08-23,NORTH-01,priority,5245,0.18,0.308,0,4,339
2024-08-23,NORTH-01,economy,4139,0.163,0.195,0,4,321
2024-08-23,NORTH-02,standard,6163,0.181,0.176,0,4,413
2024-08-23,NORTH-02,priority,5688,0.191,0.276,0,4,663
2024-08-23,NORTH-02,economy,4530,0.186,0.227,0,4,483
2024-08-23,CENTRAL-01,standard,6425,0.095,0.186,0,4,426
2024-08-23,CENTRAL-01,priority,5626,0.152,0.087,0,4,533
2024-08-23,CENTRAL-01,economy,5455,0.236,0.047,0,4,236
2024-08-23,SOUTH-01,standard,7078,0.269,0.194,0,4,614
2024-08-23,SOUTH-01,priority,6904,0.081,0.199,0,4,309
2024-08-23,SOUTH-01,economy,5792,0.091,0.127,0,4,184
2024-08-23,SOUTH-02,standard,7617,0.246,0.037,0,4,470
2024-08-23,SOUTH-02,priority,6386,0.41,0.204,0,4,275
2024-08-23,SOUTH-02,economy,6503,0.209,0.148,0,4,263
2024-08-23,WEST-01,standard,7528,0.423,0.252,0,4,621
2024-08-23,WEST-01,priority,6653,0.086,0.166,0,4,601
2024-08-23,WEST-01,economy,6215,0.0,0.035,0,4,525
2024-08-24,NORTH-01,standard,5892,0.295,0.16,0,5,342
2024-08-24,NORTH-01,priority,4951,0.231,0.282,0,5,236
2024-08-24,NORTH-01,economy,4385,0.236,0.209,0,5,431
2024-08-24,NORTH-02,standard,6177,0.156,0.16,0,5,399
2024-08-24,NORTH-02,priority,5100,0.374,0.18,0,5,396
2024-08-24,NORTH-02,economy,5016,0.301,0.212,0,5,150
2024-08-24,CENTRAL-01,standard,6889,0.0,0.252,0,5,384
2024-08-24,CENTRAL-01,priority,6507,0.263,0.304,0,5,490
2024-08-24,CENTRAL-01,economy,4193,0.074,0.089,0,5,381
2024-08-24,SOUTH-01,standard,7128,0.313,0.245,0,5,375
2024-08-24,SOUTH-01,priority,6135,0.112,0.084,0,5,246
2024-08-24,SOUTH-01,economy,5203,0.391,0.046,0,5,103
2024-08-24,SOUTH-02,standard,7093,0.216,0.15,0,5,280
